iter	Passed	Remaining
154	1630	8891
155	1641	8878
156	1650	8861
157	1660	8850
158	1669	8831
159	1680	8822
160	1691	8815
161	1701	8802
162	1719	8829
163	1730	8822
164	1741	8812
165	1750	8793
166	1761	8786
167	1771	8773
168	1780	8756
169	1791	8744
170	1800	8728
171	1812	8725
172	1823	8714
173	1831	8696
174	1843	8689
175	1855	8685
176	1865	8675
177	1877	8668
178	1887	8658
179	1897	8642
180	1908	8636
181	1918	8624
182	1929	8615
183	1941	8610
184	1951	8597
185	1961	8582
186	1972	8574
187	1982	8561
188	1993	8554
189	2004	8547
190	2016	8539
191	2025	8523
192	2036	8513
193	2046	8501
194	2056	8490
195	2067	8479
196	2076	8463
197	2087	8455
198	2098	8446
199	2107	8429
200	2119	8426
201	2133	8426
202	2146	8427
203	2156	8413
204	2166	8403
205	2176	8387
206	2186	8377
207	2197	8367
208	2206	8351
209	2217	8342
210	2228	8333
211	2237	8318
212	2249	8312
213	2260	8303
214	2269	8287
215	2281	8280
216	2290	8265
217	2300	8253
218	2311	8241
219	2320	8226
220	2333	8226
221	2345	8218
222	2355	8205
223	2365	8196
224	2376	8185
225	2385	8170
226	2396	8161
227	2408	8153
228	2417	8139
229	2428	8130
230	2439	8121
231	2449	8107
232	2459	8097
233	2470	8086
234	2482	8079
235	2493	8073
236	2504	8063
237	2513	8048
238	2524	8039
239	2534	8024
240	2545	8016
241	2558	8014
242	2571	8010
243	2580	7995
244	2591	7986
245	2602	7975
246	2611	7960
247	2622	7951
248	2631	7936
249	2642	7927
250	2653	7918
251	2662	7904
252	2675	7898
253	2685	7888
254	2695	7873
255	2706	7865
256	2717	7855
257	2726	7842
258	2737	7833
259	2747	7819
260	2757	7807
261	2768	7799
262	2780	7791
263	2790	7778
264	2800	7766
265	2809	7751
266	2821	7744
267	2832	7736
268	2842	7723
269	2854	7716
270	2865	7708
271	2877	7700
272	2888	7692
273	2900	7685
274	2911	7676
275	2921	7664
276	2935	7660
277	2950	7662
278	2966	7665
279	2986	7680
280	3004	7688
281	3019	7687
282	3032	7682
283	3047	7682
284	3057	7669
285	3069	7663
286	3083	7660
287	3095	7653
288	3108	7647
289	3118	7635
290	3134	7637
291	3151	7640
292	3166	7640
293	3184	7647
294	3200	7649
295	3214	7645
296	3226	7638
297	3238	7629
298	3249	7618
299	3261	7609
300	3273	7601
301	3283	7590
302	3297	7586
303	3311	7582
304	3324	7575
305	3335	7565
306	3346	7554
307	3358	7546
308	3370	7537
309	3387	7539
310	3406	7547
311	3418	7538
312	3429	7527
313	3442	7520
314	3453	7509
315	3466	7504
316	3477	7492
317	3491	7487
318	3505	7482
319	3518	7476
320	3527	7461
321	3540	7453
322	3554	7450
323	3567	7443
324	3579	7435
325	3592	7427
326	3605	7419
327	3619	7416
328	3631	7407
329	3642	7395
330	3653	7383
331	3665	7375
332	3676	7363
333	3686	7351
334	3700	7345
335	3711	7333
336	3721	7321
337	3733	7313
338	3745	7302
339	3754	7287
340	3767	7281
341	3779	7270
342	3789	7259
343	3801	7248
344	3818	7249
345	3829	7239
346	3840	7227
347	3849	7212
348	3861	7202
349	3871	7189
350	3880	7175
351	3893	7167
352	3903	7155
353	3914	7143
354	3925	7133
355	3935	7119
356	3947	7109
357	3959	7099
358	3970	7089
359	3985	7085
360	3995	7072
361	4008	7064
362	4019	7052
363	4028	7038
364	4039	7028
365	4050	7015
366	4059	7002
367	4071	6991
368	4080	6977
369	4091	6966
370	4103	6956
371	4114	6945
372	4124	6932
373	4135	6921
374	4144	6907
375	4155	6896
376	4166	6885
377	4175	6871
378	4187	6861
379	4200	6852
380	4209	6838
381	4223	6832
382	4238	6828
383	4251	6820
384	4261	6808
385	4271	6794
386	4283	6785
387	4294	6773
388	4304	6760
389	4316	6751
390	4327	6739
391	4338	6728
392	4349	6718
393	4360	6706
394	4369	6692
395	4381	6682
396	4391	6670
397	4401	6657
398	4412	6646
399	4422	6633
400	4433	6622
401	4444	6611
402	4453	6597
403	4464	6586
404	4476	6576
405	4485	6563
406	4497	6552
407	4507	6540
408	4516	6526
409	4528	6516
410	4538	6504
411	4547	6490
412	4558	6478
413	4567	6465
414	4578	6453
415	4588	6442
416	4599	6430
417	4611	6420
418	4621	6408
419	4633	6398
420	4649	6393
421	4662	6385
422	4672	6374
423	4682	6360
424	4694	6350
425	4703	6336
426	4712	6323
427	4724	6314
428	4735	6303
429	4745	6290
430	4756	6280
431	4766	6267
432	4777	6255
433	4792	6249
434	4805	6241
435	4815	6229
436	4827	6219
437	4839	6209
438	4849	6196
439	4858	6183
440	4869	6173
441	4879	6159
442	4889	6147
443	4899	6135
444	4908	6122
445	4921	6112
446	4933	6103
447	4942	6089
448	4954	6080
449	4965	6069
450	4975	6056
451	4986	6045
452	4996	6033
453	5005	6019
454	5016	6008
455	5026	5996
456	5038	5986
457	5050	5976
458	5064	5969
459	5076	5959
460	5086	5946
461	5097	5935
462	5107	5923
463	5117	5911
464	5128	5900
465	5137	5887
466	5150	5878
467	5161	5867
468	5170	5853
469	5181	5843
470	5191	5831
471	5201	5818
472	5214	5809
473	5227	5801
474	5241	5793
475	5260	5790
476	5273	5782
477	5284	5770
478	5297	5762
479	5310	5752
480	5320	5740
481	5329	5727
482	5341	5717
483	5351	5705
484	5363	5694
485	5374	5684
486	5385	5672
487	5395	5661
488	5407	5651
489	5419	5640
490	5428	5627
491	5441	5618
492	5452	5607
493	5468	5601
494	5479	5589
495	5491	5579
496	5501	5567
497	5510	5554
498	5522	5544
499	5531	5531
500	5541	5519
501	5552	5508
502	5561	5495
503	5574	5486
504	5586	5475
505	5596	5463
506	5606	5451
507	5616	5439
508	5626	5427
509	5637	5416
510	5648	5404
511	5657	5392
512	5670	5382
513	5680	5371
514	5689	5358
515	5701	5347
516	5711	5335
517	5721	5323
518	5732	5313
519	5742	5300
520	5753	5289
521	5764	5279
522	5776	5268
523	5786	5256
524	5797	5245
525	5807	5233
526	5818	5222
527	5828	5210
528	5838	5198
529	5849	5187
530	5860	5175
531	5876	5169
532	5887	5158
533	5901	5149
534	5913	5139
535	5923	5127
536	5933	5116
537	5949	5108
538	5961	5099
539	5971	5087
540	5983	5076
541	5996	5066
542	6006	5055
543	6016	5043
544	6029	5033
545	6039	5022
546	6049	5009
547	6061	4999
548	6072	4988
549	6083	4977
550	6094	4966
551	6107	4957
552	6119	4946
553	6129	4934
554	6140	4923
555	6150	4911
556	6160	4899
557	6172	4889
558	6183	4877
559	6192	4865
560	6204	4855
561	6214	4843
562	6224	4831
563	6235	4820
564	6245	4808
565	6256	4797
566	6269	4787
567	6278	4775
568	6293	4766
569	6307	4758
570	6320	4748
571	6329	4736
572	6340	4724
573	6351	4713
574	6361	4701
575	6371	4690
576	6383	4679
577	6395	4669
578	6405	4657
579	6416	4646
580	6427	4634
581	6436	4623
582	6447	4611
583	6458	4600
584	6468	4588
585	6479	4577
586	6489	4565
587	6500	4554
588	6510	4543
589	6520	4531
590	6531	4520
591	6541	4508
592	6551	4496
593	6562	4485
594	6574	4474
595	6583	4462
596	6595	4452
597	6606	4441
598	6617	4430
599	6630	4420
600	6641	4409
601	6650	4397
602	6662	4386
603	6672	4374
604	6681	4362
605	6694	4352
606	6705	4341
607	6716	4330
608	6730	4321
609	6744	4311
610	6754	4300
611	6764	4288
612	6776	4278
613	6787	4266
614	6797	4255
615	6809	4244
616	6819	4233
617	6828	4221
618	6841	4210
619	6850	4198
620	6860	4187
621	6873	4176
622	6885	4166
623	6895	4155
624	6907	4144
625	6917	4132
626	6927	4121
627	6938	4110
628	6950	4099
629	6959	4087
630	6972	4077
631	6983	4066
632	6992	4053
633	7004	4043
634	7015	4032
635	7025	4020
636	7036	4010
637	7047	3998
638	7057	3986
639	7068	3975
640	7079	3964
641	7089	3953
642	7101	3942
643	7112	3931
644	7122	3919
645	7133	3909
646	7144	3897
647	7153	3886
648	7165	3875
649	7175	3863
650	7187	3853
651	7205	3846
652	7218	3835
653	7230	3825
654	7241	3814
655	7251	3802
656	7263	3792
657	7272	3780
658	7283	3769
659	7294	3757
660	7308	3748
661	7318	3736
662	7330	3726
663	7342	3715
664	7352	3703
665	7365	3693
666	7377	3683
667	7387	3671
668	7399	3661
669	7411	3650
670	7423	3639
671	7433	3628
672	7446	3618
673	7458	3607
674	7468	3595
675	7480	3585
676	7492	3574
677	7502	3563
678	7513	3552
679	7526	3541
680	7535	3529
681	7545	3518
682	7556	3507
683	7566	3495
684	7576	3484
685	7587	3473
686	7597	3461
687	7617	3454
688	7629	3443
689	7641	3432
690	7651	3421
691	7661	3409
692	7673	3399
693	7683	3387
694	7693	3376
695	7705	3365
696	7716	3354
697	7725	3342
698	7739	3332
699	7751	3322
700	7761	3310
701	7772	3299
702	7788	3290
703	7805	3281
704	7817	3271
705	7829	3260
706	7839	3248
707	7852	3238
708	7865	3228
709	7875	3216
710	7886	3205
711	7897	3194
712	7907	3183
713	7919	3172
714	7930	3161
715	7939	3149
716	7951	3138
717	7961	3127
718	7971	3115
719	7983	3104
720	7994	3093
721	8003	3081
722	8017	3071
723	8030	3061
724	8041	3050
725	8058	3041
726	8073	3031
727	8084	3020
728	8099	3010
729	8112	3000
730	8124	2989
731	8135	2978
732	8148	2968
733	8162	2957
734	8174	2947
735	8185	2936
736	8198	2925
737	8211	2915
738	8224	2904
739	8242	2895
740	8253	2884
741	8265	2874
742	8276	2862
743	8287	2851
744	8297	2839
745	8308	2828
746	8318	2817
747	8329	2806
748	8341	2795
749	8353	2784
750	8362	2772
751	8373	2761
752	8383	2749
753	8395	2739
754	8407	2728
755	8420	2717
756	8432	2707
757	8446	2696
758	8455	2684
759	8468	2674
760	8481	2663
761	8492	2652
762	8503	2641
763	8514	2630
764	8523	2618
765	8537	2607
766	8549	2597
767	8560	2586
768	8569	2574
769	8580	2563
770	8590	2551
771	8601	2540
772	8611	2528
773	8620	2517
774	8632	2506
775	8643	2494
776	8653	2483
777	8665	2472
778	8675	2461
779	8684	2449
780	8696	2438
781	8706	2427
782	8716	2415
783	8728	2404
784	8739	2393
785	8750	2382
786	8763	2371
787	8775	2360
788	8791	2351
789	8801	2339
790	8813	2328
791	8825	2317
792	8839	2307
793	8859	2298
794	8878	2289
795	8911	2283
796	8945	2278
797	9019	2283
798	9039	2273
799	9052	2263
800	9078	2255
801	9091	2244
802	9103	2233
803	9112	2221
804	9124	2210
805	9136	2199
806	9145	2187
807	9158	2176
808	9173	2165
809	9185	2154
810	9194	2142
811	9207	2131
812	9218	2120
813	9227	2108
814	9240	2097
815	9254	2086
816	9267	2075
817	9280	2064
818	9297	2054
819	9308	2043
820	9323	2032
821	9336	2021
822	9350	2010
823	9360	1999
824	9372	1988
825	9385	1977
826	9401	1966
827	9416	1956
828	9428	1944
829	9438	1933
830	9449	1921
831	9460	1910
832	9470	1898
833	9482	1887
834	9493	1875
835	9502	1864
836	9514	1852
837	9526	1841
838	9537	1830
839	9548	1818
840	9561	1807
841	9574	1796
842	9583	1784
843	9597	1774
844	9612	1763
845	9625	1752
846	9642	1741
847	9657	1731
848	9672	1720
849	9686	1709
850	9697	1697
851	9711	1686
852	9725	1676
853	9737	1664
854	9746	1652
855	9759	1641
856	9770	1630
857	9784	1619
858	9796	1608
859	9811	1597
860	9826	1586
861	9839	1575
862	9854	1564
863	9873	1554
864	9888	1543
865	9902	1532
866	9916	1521
867	9926	1509
868	9939	1498
869	9950	1486
870	9961	1475
871	9973	1464
872	9989	1453
873	10003	1442
874	10016	1430
875	10030	1419
876	10045	1408
877	10057	1397
878	10073	1386
879	10089	1375
880	10103	1364
881	10118	1353
882	10132	1342
883	10146	1331
884	10156	1319
885	10167	1308
886	10180	1296
887	10191	1285
888	10204	1274
889	10216	1262
890	10231	1251
891	10248	1240
892	10262	1229
893	10279	1218
894	10292	1207
895	10305	1196
896	10314	1184
897	10328	1173
898	10338	1161
899	10348	1149
900	10359	1138
901	10369	1126
902	10379	1114
903	10390	1103
904	10402	1092
905	10414	1080
906	10429	1069
907	10442	1058
908	10453	1046
909	10463	1034
910	10475	1023
911	10485	1011
912	10495	1000
913	10507	988
914	10518	977
915	10527	965
916	10540	954
917	10551	942
918	10560	930
919	10572	919
920	10583	907
921	10592	896
922	10605	884
923	10618	873
924	10627	861
925	10637	850
926	10649	838
927	10658	826
928	10670	815
929	10684	804
930	10705	793
931	10722	782
932	10735	770
933	10746	759
934	10755	747
935	10768	736
936	10780	724
937	10793	713
938	10804	701
939	10817	690
940	10827	678
941	10836	667
942	10850	655
943	10862	644
944	10871	632
945	10882	621
946	10893	609
947	10902	598
948	10916	586
949	10928	575
950	10938	563
951	10948	552
952	10958	540
953	10968	528
954	10979	517
955	10990	505
956	10999	494
957	11011	482
958	11022	471
959	11032	459
960	11044	448
961	11054	436
962	11063	425
963	11074	413
964	11083	402
965	11093	390
966	11105	378
967	11127	367
968	11141	356
969	11153	344
970	11163	333
971	11175	321
972	11187	310
973	11196	298
974	11207	287
975	11221	275
976	11233	264
977	11242	252
978	11254	241
979	11264	229
980	11275	218
981	11287	206
982	11297	195
983	11306	183
984	11318	172
985	11327	160
986	11339	149
987	11351	137
988	11360	126
989	11370	114
990	11382	103
991	11392	91
992	11404	80
993	11416	68
994	11428	57
995	11438	45
996	11449	34
997	11460	22
998	11470	11
999	11483	0
