iter	Logloss
0	0.659586982
1	0.6324518156
2	0.6068618974
3	0.5835882013
4	0.5595537722
5	0.5358406398
6	0.5138692249
7	0.4918061505
8	0.4744621291
9	0.4554432212
10	0.4409699834
11	0.4263621457
12	0.412558038
13	0.400882894
14	0.3874708284
15	0.3771242379
16	0.3670034777
17	0.3580484362
18	0.3486987342
19	0.3408438563
20	0.3322243042
21	0.3238312836
22	0.315863568
23	0.308009982
24	0.3009402883
25	0.2942287771
26	0.2883474576
27	0.2823377806
28	0.2772075542
29	0.2718489243
30	0.2665790098
31	0.2628952635
32	0.258584285
33	0.2561242858
34	0.2522513843
35	0.2486545654
36	0.2443888787
37	0.2415343742
38	0.2388432374
39	0.2363552137
40	0.234071981
41	0.2312426143
42	0.2289033239
43	0.2265660115
44	0.2240946551
45	0.2225878231
46	0.2211953059
47	0.219647369
48	0.2178817405
49	0.2162787923
50	0.2146109224
51	0.2130758701
52	0.2116130492
53	0.2102455065
54	0.2090034071
55	0.2074857795
56	0.2066236343
57	0.2052956464
58	0.2042330931
59	0.2032450897
60	0.2020218008
61	0.2008318804
62	0.1999231999
63	0.198796968
64	0.1979043624
65	0.1970641849
66	0.1964351063
67	0.195676994
68	0.1949788476
69	0.194530773
70	0.1937102998
71	0.1931555686
72	0.1927562293
73	0.1920872313
74	0.191468863
75	0.1909735974
76	0.1903603009
77	0.1898575309
78	0.1894688457
79	0.1889775893
80	0.1884383127
81	0.1878098405
82	0.1872780609
83	0.1867833955
84	0.1863360243
85	0.1859074612
86	0.1854946291
87	0.1849833682
88	0.1847127564
89	0.1843877722
90	0.1841009573
91	0.1836493061
92	0.1833288493
93	0.1830597198
94	0.1827273064
95	0.1824735211
96	0.1821285325
97	0.1819125096
98	0.1817185472
99	0.1815310167
100	0.1813067244
101	0.1811247396
102	0.1809717514
103	0.1806869654
104	0.1803426622
105	0.1799975244
106	0.1797979545
107	0.1796891569
108	0.1794283515
109	0.1790546544
110	0.1787099096
111	0.1785925993
112	0.1783012907
113	0.1782398627
114	0.1780547007
115	0.1778873874
116	0.1775913735
117	0.1774542394
118	0.1771606098
119	0.177046484
120	0.1769137855
121	0.1766859839
122	0.1765462092
123	0.1764329784
124	0.1763078555
125	0.1762030449
126	0.1760705119
127	0.1759306095
128	0.1757097508
129	0.1754688289
130	0.1752606622
131	0.1751893817
132	0.175099024
133	0.1749149439
134	0.1748202701
135	0.174649025
136	0.1745787011
137	0.1743794092
138	0.1743435118
139	0.1741532385
140	0.1739598962
141	0.1738633778
142	0.173713842
143	0.1735548504
144	0.1733950166
145	0.173344509
146	0.1732083578
147	0.1729439113
148	0.1728115338
149	0.1726934335
150	0.1725224517
151	0.1724061342
152	0.1723369299
153	0.1721768755
154	0.1719818556
155	0.1718260656
156	0.1716090949
157	0.1715725789
158	0.1714755987
159	0.1713379833
160	0.1711878132
161	0.1711571505
162	0.1710097623
163	0.1708308945
164	0.1706351598
165	0.1704782637
166	0.1703058723
167	0.1702912258
168	0.1702530079
169	0.1701889237
170	0.1701571271
171	0.1700006698
172	0.1699205889
173	0.1698993191
174	0.1697435261
175	0.1696080491
176	0.1694898702
177	0.169452858
178	0.1693981507
179	0.1693395791
180	0.1691698874
181	0.1690928668
182	0.168963464
183	0.1688557108
184	0.1686497194
185	0.1684776006
186	0.168414705
187	0.168371766
188	0.1682963343
189	0.1682201084
190	0.1680117322
191	0.1679356052
192	0.1678215297
193	0.1677443381
194	0.1676318412
195	0.1674630731
196	0.1673863778
197	0.1672304402
198	0.1670211416
199	0.1669857821
200	0.166913944
201	0.1667714743
202	0.1666754273
203	0.1665566306
204	0.1664610324
205	0.166426341
206	0.1663957984
207	0.1663624886
208	0.1663509437
209	0.1663321677
210	0.1662788667
211	0.1661842612
212	0.1661500186
213	0.1660815041
214	0.1660643865
215	0.1659192307
216	0.1658601224
217	0.1658081873
218	0.1657177994
219	0.165624015
220	0.1656016902
221	0.1655276203
222	0.1654155189
223	0.1653436558
224	0.1651614737
225	0.1651259073
226	0.1650091018
227	0.1649837359
228	0.1649098565
229	0.164898851
230	0.1647272344
231	0.1645558568
232	0.1644190087
233	0.1643073886
234	0.1642724229
235	0.1641932936
236	0.1641125521
237	0.1640092728
238	0.163836022
239	0.1637079286
240	0.1635782769
241	0.1634925813
242	0.1634650744
243	0.1633897956
244	0.1633598752
245	0.1632647854
246	0.1631330376
247	0.1630296533
248	0.1629538914
249	0.1628759347
250	0.1628482093
251	0.1627254336
252	0.1626342196
253	0.1625773875
254	0.1624663484
255	0.1623757594
256	0.1622961289
257	0.1621392245
258	0.1620658856
259	0.1619891844
260	0.1617948121
261	0.1616701854
262	0.1616064513
263	0.1615220375
264	0.1614584302
265	0.1613525223
266	0.1612087051
267	0.1610822754
268	0.1610373799
269	0.1609945296
270	0.1609164766
271	0.1608913569
272	0.1608609786
273	0.1607367789
274	0.1607148562
275	0.1606472014
276	0.160629584
277	0.1606052084
278	0.1605285561
279	0.1604392474
280	0.1603565466
281	0.1603056555
282	0.1602316523
283	0.1600970321
284	0.160044707
285	0.1599917004
286	0.1599594469
287	0.1598997738
288	0.159843302
289	0.159765458
290	0.1596877366
291	0.1596773916
292	0.159580705
293	0.1595036578
294	0.1594201145
295	0.1593301518
296	0.1591923862
297	0.1590632711
298	0.1590039602
299	0.1588875266
300	0.1588149048
301	0.158708588
302	0.1586302054
303	0.1586136632
304	0.1583972651
305	0.158308825
306	0.158151831
307	0.1580581247
308	0.1580014624
309	0.1578322974
310	0.1577010137
311	0.1576137923
312	0.1575679218
313	0.1574558257
314	0.1574190091
315	0.1574174408
316	0.1572927752
317	0.1572065941
318	0.1571408149
319	0.1571235951
320	0.1570461023
321	0.156967761
322	0.1567768781
323	0.1566513128
324	0.1565879836
325	0.1563967138
326	0.1563191507
327	0.1562702438
328	0.1562366222
329	0.1561876087
330	0.1561307176
331	0.1560556432
332	0.1559984355
333	0.1559156125
334	0.1558772413
335	0.155846775
336	0.1557456413
337	0.1556152513
338	0.1554784363
339	0.1554256773
340	0.1553691253
341	0.1553122605
342	0.1551421988
343	0.1551027456
344	0.1550375134
345	0.1549653161
346	0.1549515987
347	0.1548841354
348	0.1548807707
349	0.1548793104
350	0.1548353883
351	0.1547778406
352	0.1546543328
353	0.154536315
354	0.1545188665
355	0.1544682548
356	0.1543766707
357	0.1542864911
358	0.1542588983
359	0.154250177
360	0.1541485487
361	0.1540925437
362	0.1540389302
363	0.153972643
364	0.15390337
365	0.15380935
366	0.1537351644
367	0.1536873302
368	0.1535787416
369	0.1534740886
370	0.1533917204
371	0.1532771356
372	0.1531595742
373	0.1531087687
374	0.1530121673
375	0.1529734026
376	0.1527718922
377	0.1527449094
378	0.1526999027
379	0.1526784289
380	0.1526391852
381	0.1525623963
382	0.1524942299
383	0.1524653499
384	0.152342532
385	0.1523123534
386	0.1521948489
387	0.1520992654
388	0.1520506387
389	0.1520113772
390	0.1518565968
391	0.1517519095
392	0.1517231254
393	0.1517142134
394	0.151654062
395	0.1515616582
396	0.1514761176
397	0.1513981852
398	0.1513615551
399	0.1512957603
400	0.1512108532
401	0.1511451981
402	0.1510916578
403	0.1510358975
404	0.1509464713
405	0.150867945
406	0.1508499529
407	0.1508237777
408	0.1507727831
409	0.150738505
410	0.1506329083
411	0.1505471687
412	0.1504367826
413	0.1503585741
414	0.1502875189
415	0.1501629205
416	0.1500580635
417	0.1500097551
418	0.1499696632
419	0.1498688136
420	0.1497460057
421	0.1497105903
422	0.1495880284
423	0.1495186357
424	0.149440285
425	0.149409821
426	0.1493441105
427	0.1492866372
428	0.1492071582
429	0.1491085357
430	0.1490738188
431	0.1490070165
432	0.1488762307
433	0.1488754301
434	0.1487891899
435	0.1487010035
436	0.148690582
437	0.1485642656
438	0.1485325647
439	0.1484560298
440	0.1484229546
441	0.1483218472
442	0.1482152465
443	0.1481973528
444	0.148161463
445	0.1480756585
446	0.1480017447
447	0.1479279223
448	0.1478652218
449	0.1477644253
450	0.1477404543
451	0.1477019212
452	0.1476363105
453	0.1475542365
454	0.1474636325
455	0.147447413
456	0.1474045172
457	0.1473116647
458	0.1472792216
459	0.1472124394
460	0.1471150124
461	0.1470505501
462	0.1469911245
463	0.1469264469
464	0.146835186
465	0.1467662034
466	0.1467191264
467	0.1466581944
468	0.1465989032
469	0.1465662111
470	0.1465161378
471	0.1464999616
472	0.1464273311
473	0.1463749881
474	0.1463352038
475	0.1462842817
476	0.1462352031
477	0.146197095
478	0.1461524339
479	0.1461125328
480	0.1460891592
481	0.1460283811
482	0.145926668
483	0.145862634
484	0.1458337382
485	0.1457796534
486	0.1457179175
487	0.1456087274
488	0.1455734848
489	0.1454760288
490	0.1454336427
491	0.1453902801
492	0.1452807294
493	0.145246008
494	0.1452093334
495	0.1451751573
496	0.1451016012
497	0.1450031581
498	0.1449410915
499	0.1448801867
500	0.1448603705
501	0.1448358402
502	0.1448034073
503	0.1447159246
504	0.144601137
505	0.1445184615
506	0.1445086191
507	0.1444857052
508	0.1444245301
509	0.1443732005
510	0.1443148815
511	0.1441677565
512	0.1441546143
513	0.1441280199
514	0.1440204694
515	0.143993657
516	0.143894238
517	0.1438578401
518	0.1438045548
519	0.1437245552
520	0.1436725373
521	0.1436407771
522	0.1435786084
523	0.1435232114
524	0.1434709389
525	0.1433963838
526	0.1433935041
527	0.1433043271
528	0.1432209888
529	0.1431459489
530	0.1430951025
531	0.1430284665
532	0.1429616965
533	0.1429139352
534	0.1428609234
535	0.142798531
536	0.1427386714
537	0.1426840253
538	0.1425885488
539	0.1425203671
540	0.14246377
541	0.1423724688
542	0.1423343516
543	0.1423022876
544	0.1422395312
545	0.1422070261
546	0.1421137298
547	0.1420535279
548	0.1418834768
549	0.1418568675
550	0.1417735557
551	0.1417206392
552	0.1415644628
553	0.1414749364
554	0.1413869112
555	0.1413426431
556	0.1412650632
557	0.1411918742
558	0.14109486
559	0.1410408572
560	0.1410182802
561	0.1409344136
562	0.1408443656
563	0.1407824117
564	0.1406595475
565	0.1406132562
566	0.1405648235
567	0.1405201841
568	0.140475398
569	0.1404417026
570	0.1403508388
571	0.1403202502
572	0.1401941018
573	0.140114947
574	0.1400284947
575	0.139951729
576	0.1398633317
577	0.139781379
578	0.1397268603
579	0.1396675563
580	0.1396366611
581	0.1395601167
582	0.1395375361
583	0.1394737238
584	0.1393129458
585	0.1392619171
586	0.1391755471
587	0.1391446765
588	0.1390980388
589	0.1390159097
590	0.1389357172
591	0.1389092636
592	0.1387930456
593	0.1387211042
594	0.1386411904
595	0.1385096769
596	0.1384363538
597	0.1383798841
598	0.1382951144
599	0.1382491052
600	0.138177814
601	0.1381563777
602	0.1381355555
603	0.1380497806
604	0.1379754585
605	0.1379117137
606	0.1377686297
607	0.1376981178
608	0.1376425707
609	0.1375390907
610	0.1375011178
611	0.1374236894
612	0.1373958215
613	0.1373102164
614	0.1372386942
615	0.1371742288
616	0.1371271337
617	0.1370837236
618	0.1369974379
619	0.1369305174
620	0.1368503419
621	0.1368236493
622	0.1367440035
623	0.1366756333
624	0.1365702932
625	0.1364724705
626	0.1364224455
627	0.136337055
628	0.1362618422
629	0.1362060798
630	0.1360581125
631	0.1360090082
632	0.1359679813
633	0.13587984
634	0.1358077036
635	0.1357597409
636	0.1357229751
637	0.1356947507
638	0.1356758338
639	0.1356290361
640	0.1355447804
641	0.1355272917
642	0.1355103533
643	0.1354494518
644	0.1353979164
645	0.1353357533
646	0.1352904353
647	0.1351943548
648	0.1351228872
649	0.135080197
650	0.1350306542
651	0.1348991601
652	0.1347739133
653	0.1346924085
654	0.134611442
655	0.1345460963
656	0.1344196511
657	0.1343577461
658	0.1342871617
659	0.1341612938
660	0.1340970603
661	0.1340160428
662	0.1339527558
663	0.1338805937
664	0.1338196919
665	0.1336902553
666	0.1336150898
667	0.1335879425
668	0.133509619
669	0.1334741779
670	0.1333971982
671	0.1332733338
672	0.1332037221
673	0.1331301877
674	0.1330738673
675	0.1330236706
676	0.1329175835
677	0.1328703033
678	0.1328018748
679	0.1327232285
680	0.1326555506
681	0.1325830249
682	0.1325366183
683	0.132419848
684	0.1323777014
685	0.1322827451
686	0.1322213558
687	0.1321511085
688	0.1320830207
689	0.1320526345
690	0.132037509
691	0.1319702033
692	0.1319031914
693	0.131832964
694	0.1317553802
695	0.1316916598
696	0.13163064
697	0.1315530177
698	0.131533569
699	0.1314689969
700	0.1313529653
701	0.1313020641
702	0.1312369798
703	0.1311751416
704	0.1310626509
705	0.1310049504
706	0.1309646169
707	0.1308934927
708	0.1308362518
709	0.1307809106
710	0.1306744554
711	0.1306106422
712	0.1305426402
713	0.1304907276
714	0.1304244272
715	0.1303859085
716	0.1303332717
717	0.1302695051
718	0.1301806019
719	0.1301388645
720	0.1300519492
721	0.1299966081
722	0.1299241712
723	0.1298155637
724	0.1297646989
725	0.1296894683
726	0.1296350691
727	0.1295486978
728	0.12945752
729	0.1293995629
730	0.1293610366
731	0.1292991208
732	0.1292802653
733	0.1291585372
734	0.1291407718
735	0.1290831175
736	0.1290403939
737	0.1290081798
738	0.1289456921
739	0.1288723675
740	0.1287678421
741	0.1286895514
742	0.1286174746
743	0.128546802
744	0.1284947995
745	0.1284494386
746	0.1284160936
747	0.1283802257
748	0.1283157721
749	0.1282076664
750	0.1281102182
751	0.1280480535
752	0.1279940016
753	0.1279325272
754	0.1278109724
755	0.1277443777
756	0.1276733434
757	0.1275847665
758	0.1275155876
759	0.1274573055
760	0.1274000358
761	0.1273455574
762	0.1272908381
763	0.1272429801
764	0.1271955672
765	0.127136415
766	0.1270353534
767	0.126976627
768	0.1269287091
769	0.1268610076
770	0.1267547151
771	0.1266865861
772	0.1266380409
773	0.1265429419
774	0.1264982002
775	0.1264396527
776	0.1263693364
777	0.126304
778	0.1262342303
779	0.1261612011
780	0.1261151759
781	0.1260635544
782	0.1260231217
783	0.1259703236
784	0.1258785118
785	0.1258290368
786	0.1257638377
787	0.1257162302
788	0.1256347468
789	0.1255908828
790	0.1255413466
791	0.1255246311
792	0.1254663184
793	0.1254096263
794	0.1253715163
795	0.125304287
796	0.1252580586
797	0.1252465269
798	0.1251905402
799	0.1251419778
800	0.1250968004
801	0.1250544584
802	0.1249522282
803	0.1248932388
804	0.1248594842
805	0.1248144633
806	0.1247706813
807	0.1247560991
808	0.1246671802
809	0.1245703432
810	0.1244953277
811	0.1244505531
812	0.1244032218
813	0.1243748336
814	0.1243271346
815	0.1242839304
816	0.124265409
817	0.1242402941
818	0.1241561985
819	0.1241147612
820	0.1240750451
821	0.1240339699
822	0.1239772753
823	0.1238858369
824	0.1238164781
825	0.1238014558
826	0.123755349
827	0.1236921693
828	0.1236502348
829	0.1236266748
830	0.1235851578
831	0.1235349952
832	0.1235204372
833	0.1234732727
834	0.1233965383
835	0.1233696377
836	0.1233277504
837	0.1232441766
838	0.123215237
839	0.1231782277
840	0.1230847873
841	0.1230292818
842	0.1229782077
843	0.1229460028
844	0.1228484703
845	0.1227872803
846	0.1227514497
847	0.122669423
848	0.1225592968
849	0.1225191383
850	0.1224922715
851	0.1224680856
852	0.1224186705
853	0.1223764097
854	0.1223304953
855	0.1222347785
856	0.1221651862
857	0.1220661571
858	0.121975742
859	0.1219284081
860	0.1219092466
861	0.1218397257
862	0.1218113809
863	0.121673112
864	0.1215865862
865	0.1215220302
866	0.1214905299
867	0.1214506309
868	0.1214123181
869	0.1213395774
870	0.121270423
871	0.1212362622
872	0.1211375558
873	0.1210904314
874	0.121035341
875	0.1210043881
876	0.1209591185
877	0.1208671121
878	0.1208305478
879	0.1206694269
880	0.1206320027
881	0.1206044319
882	0.1205463723
883	0.1205110253
884	0.120454119
885	0.1204290661
886	0.1203834028
887	0.1203070235
888	0.1202160876
889	0.1200632079
890	0.1200206195
891	0.1199645193
892	0.1199309419
893	0.1198470231
894	0.1198182738
895	0.1197310359
896	0.1196922092
897	0.1196269361
898	0.1195781631
899	0.1195289662
900	0.1194778437
901	0.119452532
902	0.1193823732
903	0.1193490631
904	0.1193043876
905	0.1192550629
906	0.1191888436
907	0.119158783
908	0.1191174598
909	0.1190544652
910	0.1189733834
911	0.1189174509
912	0.1188737097
913	0.1187479369
914	0.1187104405
915	0.1186782822
916	0.1186098222
917	0.1185561015
918	0.118516963
919	0.1184860453
920	0.1184494613
921	0.118314022
922	0.1182478821
923	0.1182049134
924	0.1181847717
925	0.1181251484
926	0.1180654877
927	0.1179758406
928	0.1178899009
929	0.1178642455
930	0.1178161689
931	0.1177868241
932	0.1177314096
933	0.1176742994
934	0.1176397582
935	0.1175396512
936	0.1174732477
937	0.117405597
938	0.1173556586
939	0.1173209923
940	0.1172859409
941	0.1172550061
942	0.1172064953
943	0.1171320933
944	0.1170974961
945	0.1170118169
946	0.1169472212
947	0.1168723061
948	0.1168499706
949	0.1167720915
950	0.1167345975
951	0.1167281737
952	0.1166994911
953	0.1166595209
954	0.1166547038
955	0.1166096513
956	0.1165802394
957	0.1165427763
958	0.1164809953
959	0.1164279136
960	0.1163572975
961	0.1163189488
962	0.1162902563
963	0.1162345047
964	0.1162104031
965	0.1161513507
966	0.1161017911
967	0.1160797819
968	0.1159995305
969	0.1159467572
970	0.1158708927
971	0.1158277091
972	0.1157810869
973	0.1157085826
974	0.115663909
975	0.1156148925
976	0.1155182219
977	0.1154755723
978	0.1154065324
979	0.1153837002
980	0.1152912625
981	0.1152430682
982	0.115201458
983	0.1151585382
984	0.1151188024
985	0.1150388292
986	0.114957166
987	0.114862126
988	0.1147764276
989	0.1147314695
990	0.1146955481
991	0.1146285504
992	0.1145643325
993	0.1144341103
994	0.1143871442
995	0.1143050172
996	0.1142346404
997	0.1141880657
998	0.1141202541
999	0.1140771657
